OpenROAD autotuner-v1-2861-g832b18e7 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[WARNING STA-0337] port 'mem_resp_v_i[0]' not found.
[WARNING STA-0337] port 'mem_resp_v_i[0]' not found.
[WARNING STA-0337] port 'mem_data_resp_v_i[0]' not found.
[WARNING STA-0337] port 'mem_data_resp_v_i[0]' not found.
[WARNING STA-0337] port 'mem_cmd_yumi_i[0]' not found.
[WARNING STA-0337] port 'mem_cmd_yumi_i[0]' not found.
[WARNING STA-0337] port 'mem_data_cmd_yumi_i[0]' not found.
[WARNING STA-0337] port 'mem_data_cmd_yumi_i[0]' not found.
[WARNING STA-0337] port 'mem_resp_ready_o[0]' not found.
[WARNING STA-0337] port 'mem_resp_ready_o[0]' not found.
[WARNING STA-0337] port 'mem_data_resp_ready_o[0]' not found.
[WARNING STA-0337] port 'mem_data_resp_ready_o[0]' not found.
[WARNING STA-0337] port 'mem_cmd_v_o[0]' not found.
[WARNING STA-0337] port 'mem_cmd_v_o[0]' not found.
[WARNING STA-0337] port 'mem_data_cmd_v_o[0]' not found.
[WARNING STA-0337] port 'mem_data_cmd_v_o[0]' not found.
[WARNING STA-0337] port 'cmt_rd_w_v_o[0]' not found.
[WARNING STA-0337] port 'cmt_rd_w_v_o[0]' not found.
[WARNING STA-0337] port 'cmt_mem_w_v_o[0]' not found.
[WARNING STA-0337] port 'cmt_mem_w_v_o[0]' not found.
[INFO PDN-0001] Inserting grid: grid
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - me/genblk1_0__bp_cce_top/bp_cce/pc_inst_ram/cce_inst_ram/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_calculator/int_regfile.rf.macro_mem0.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_calculator/int_regfile.rf.macro_mem1.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_0__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_1__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_2__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_3__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_4__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_5__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_6__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/data_mem_7__data_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/bp_fe_pc_gen_1/genblk1_branch_prediction_1/btb_1/btb_mem/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_0__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_1__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_2__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_3__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_4__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_5__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_6__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/data_mem_banks_7__data_mem_bank/macro_mem/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/stat_mem.macro_mem.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/metadata_mem.macro_mem.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - me/genblk1_0__bp_cce_top/bp_cce/directory.wg_ram.macro_mem0.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - me/genblk1_0__bp_cce_top/bp_cce/directory.wg_ram.macro_mem1.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/be/be_mmu/dcache/tag_mem.macro_mem.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - rof1_0__core/fe/icache_1/tag_mem.macro_mem.mem
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (22.0900, 21.8750) - (22.3700, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (23.7700, 136.3100) - (24.0500, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (25.4500, 21.8750) - (25.7300, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (27.1300, 136.3100) - (27.4100, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (28.8100, 21.8750) - (29.0900, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (30.4900, 136.3100) - (30.7700, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (32.1700, 21.8750) - (32.4500, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (33.8500, 136.3100) - (34.1300, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (35.5300, 21.8750) - (35.8100, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (37.2100, 136.3100) - (37.4900, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (38.8900, 21.8750) - (39.1700, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (40.5700, 136.3100) - (40.8500, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (42.2500, 21.8750) - (42.5300, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (43.9300, 136.3100) - (44.2100, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (45.6100, 21.8750) - (45.8900, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (47.2900, 136.3100) - (47.5700, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (48.9700, 21.8750) - (49.2500, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (50.6500, 136.3100) - (50.9300, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (52.3300, 21.8750) - (52.6100, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (54.0100, 136.3100) - (54.2900, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (55.6900, 21.8750) - (55.9700, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (57.3700, 136.3100) - (57.6500, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (59.0500, 21.8750) - (59.3300, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (60.7300, 136.3100) - (61.0100, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (62.4100, 21.8750) - (62.6900, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (64.0900, 136.3100) - (64.3700, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (65.7700, 21.8750) - (66.0500, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (67.4500, 136.3100) - (67.7300, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (69.1300, 21.8750) - (69.4100, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (70.8100, 136.3100) - (71.0900, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (72.4900, 21.8750) - (72.7700, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (74.1700, 136.3100) - (74.4500, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (75.8500, 21.8750) - (76.1300, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (77.5300, 136.3100) - (77.8100, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (79.2100, 21.8750) - (79.4900, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (80.8900, 136.3100) - (81.1700, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (82.5700, 21.8750) - (82.8500, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (84.2500, 136.3100) - (84.5300, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (85.9300, 21.8750) - (86.2100, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (87.6100, 136.3100) - (87.8900, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (89.2900, 21.8750) - (89.5700, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (90.9700, 136.3100) - (91.2500, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (92.6500, 21.8750) - (92.9300, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (94.3300, 136.3100) - (94.6100, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (96.0100, 21.8750) - (96.2900, 22.2400) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (97.6900, 136.3100) - (97.9700, 136.6750) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (99.3700, 21.8750) - (99.6500, 22.2400) on VSS
